,trackName,artistName,id,genre,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_href,uri,analysis_url
395,Days - Mono Version,The Kinks,7lrGAThZPI7vHnqAPzoaIL,rock,0.21600000000000003,0.52,172517.0,0.773,0.0,2.0,0.0897,-6.162000000000001,1.0,0.0396,100.947,4.0,0.833,https://api.spotify.com/v1/tracks/7lrGAThZPI7vHnqAPzoaIL,spotify:track:7lrGAThZPI7vHnqAPzoaIL,https://api.spotify.com/v1/audio-analysis/7lrGAThZPI7vHnqAPzoaIL
396,Stop Your Sobbing,The Kinks,1sDyc4VwbJqXSvEA3LIriB,rock,0.531,0.71,125657.0,0.887,1.99e-06,7.0,0.271,-6.03,1.0,0.0358,122.257,4.0,0.9640000000000001,https://api.spotify.com/v1/tracks/1sDyc4VwbJqXSvEA3LIriB,spotify:track:1sDyc4VwbJqXSvEA3LIriB,https://api.spotify.com/v1/audio-analysis/1sDyc4VwbJqXSvEA3LIriB
397,Good Vibrations - Remastered 2001,The Beach Boys,5t9KYe0Fhd5cW6UYT4qP8f,rock,0.326,0.396,219027.0,0.473,0.000124,10.0,0.109,-7.67,0.0,0.0345,133.44899999999998,4.0,0.385,https://api.spotify.com/v1/tracks/5t9KYe0Fhd5cW6UYT4qP8f,spotify:track:5t9KYe0Fhd5cW6UYT4qP8f,https://api.spotify.com/v1/audio-analysis/5t9KYe0Fhd5cW6UYT4qP8f
398,"God Only Knows - Live In Lincoln, NE, 1968",The Beach Boys,7AHKFhxWJWxsBrPDO5UPI2,rock,0.175,0.478,168425.0,0.153,0.0889,0.0,0.6509999999999999,-17.529,1.0,0.0465,118.208,4.0,0.032,https://api.spotify.com/v1/tracks/7AHKFhxWJWxsBrPDO5UPI2,spotify:track:7AHKFhxWJWxsBrPDO5UPI2,https://api.spotify.com/v1/audio-analysis/7AHKFhxWJWxsBrPDO5UPI2
399,Mr. Tambourine Man,Bob Dylan,3RkQ3UwOyPqpIiIvGVewuU,rock,0.794,0.39,330533.0,0.31,0.0,5.0,0.379,-14.545,1.0,0.0676,177.515,4.0,0.584,https://api.spotify.com/v1/tracks/3RkQ3UwOyPqpIiIvGVewuU,spotify:track:3RkQ3UwOyPqpIiIvGVewuU,https://api.spotify.com/v1/audio-analysis/3RkQ3UwOyPqpIiIvGVewuU
400,Cleanup Time - Remastered 2010,John Lennon,5e56I1bedOl8RV2aGXxwPH,rock,0.32,0.657,178587.0,0.713,0.114,9.0,0.1,-6.7989999999999995,0.0,0.07,95.259,4.0,0.741,https://api.spotify.com/v1/tracks/5e56I1bedOl8RV2aGXxwPH,spotify:track:5e56I1bedOl8RV2aGXxwPH,https://api.spotify.com/v1/audio-analysis/5e56I1bedOl8RV2aGXxwPH
401,Aisumasen (I'm Sorry) - Remastered 2010,John Lennon,5VOL5ppTyqMjxYRgso4RcI,rock,0.63,0.514,284973.0,0.358,0.0174,4.0,0.109,-8.453,1.0,0.0307,128.076,3.0,0.106,https://api.spotify.com/v1/tracks/5VOL5ppTyqMjxYRgso4RcI,spotify:track:5VOL5ppTyqMjxYRgso4RcI,https://api.spotify.com/v1/audio-analysis/5VOL5ppTyqMjxYRgso4RcI
402,Bony Moronie - Remastered 2010,John Lennon,1LWWDTlTbH9fhEmOgECrD0,rock,0.428,0.644,230720.0,0.902,0.474,2.0,0.135,-8.375,1.0,0.0285,104.7,4.0,0.963,https://api.spotify.com/v1/tracks/1LWWDTlTbH9fhEmOgECrD0,spotify:track:1LWWDTlTbH9fhEmOgECrD0,https://api.spotify.com/v1/audio-analysis/1LWWDTlTbH9fhEmOgECrD0
403,Woman - Remastered 2010,John Lennon,0GGxVTb0UwDwdaKNjBdCn3,pop,0.37799999999999995,0.588,212933.0,0.6559999999999999,0.00227,3.0,0.042,-6.372999999999999,1.0,0.0224,79.70100000000001,4.0,0.746,https://api.spotify.com/v1/tracks/0GGxVTb0UwDwdaKNjBdCn3,spotify:track:0GGxVTb0UwDwdaKNjBdCn3,https://api.spotify.com/v1/audio-analysis/0GGxVTb0UwDwdaKNjBdCn3
404,Miss You - Remastered,The Rolling Stones,3hJLKtTpgct9Y9wKww0BiR,rock,0.44299999999999995,0.795,288667.0,0.71,0.0215,9.0,0.344,-4.746,0.0,0.0392,109.689,4.0,0.845,https://api.spotify.com/v1/tracks/3hJLKtTpgct9Y9wKww0BiR,spotify:track:3hJLKtTpgct9Y9wKww0BiR,https://api.spotify.com/v1/audio-analysis/3hJLKtTpgct9Y9wKww0BiR
405,"Dead Man, Dead Man - Outtake",Bob Dylan,6GCJuE8GT1xnUMTEx6jRAx,rock,0.0426,0.456,442067.0,0.501,2.16e-06,5.0,0.237,-12.639000000000001,0.0,0.0411,174.42,4.0,0.877,https://api.spotify.com/v1/tracks/6GCJuE8GT1xnUMTEx6jRAx,spotify:track:6GCJuE8GT1xnUMTEx6jRAx,https://api.spotify.com/v1/audio-analysis/6GCJuE8GT1xnUMTEx6jRAx
406,Up to Me - Take 1,Bob Dylan,4TGJgdEPwUcBxO8nzCjR2i,rock,0.65,0.48700000000000004,364040.0,0.41100000000000003,0.0,4.0,0.16899999999999998,-11.884,1.0,0.0554,101.734,4.0,0.586,https://api.spotify.com/v1/tracks/4TGJgdEPwUcBxO8nzCjR2i,spotify:track:4TGJgdEPwUcBxO8nzCjR2i,https://api.spotify.com/v1/audio-analysis/4TGJgdEPwUcBxO8nzCjR2i
407,Hurricane,Bob Dylan,1lqMLr9Wj7SM2F9AikGcxN,rock,0.0409,0.509,512733.0,0.8270000000000001,0.0,0.0,0.12,-7.715,1.0,0.079,135.601,4.0,0.743,https://api.spotify.com/v1/tracks/1lqMLr9Wj7SM2F9AikGcxN,spotify:track:1lqMLr9Wj7SM2F9AikGcxN,https://api.spotify.com/v1/audio-analysis/1lqMLr9Wj7SM2F9AikGcxN
408,Beast Of Burden - Remastered 1994,The Rolling Stones,77oU2rjC5XbjQfNe3bD6so,rock,0.39,0.7829999999999999,265173.0,0.878,0.000778,1.0,0.0426,-3.864,0.0,0.0308,100.626,4.0,0.885,https://api.spotify.com/v1/tracks/77oU2rjC5XbjQfNe3bD6so,spotify:track:77oU2rjC5XbjQfNe3bD6so,https://api.spotify.com/v1/audio-analysis/77oU2rjC5XbjQfNe3bD6so
409,Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,1Ud6moTC0KyXMq1Oxfien0,rock,0.518,0.7020000000000001,378147.0,0.6679999999999999,0.0,9.0,0.0588,-9.237,1.0,0.214,116.06299999999999,4.0,0.561,https://api.spotify.com/v1/tracks/1Ud6moTC0KyXMq1Oxfien0,spotify:track:1Ud6moTC0KyXMq1Oxfien0,https://api.spotify.com/v1/audio-analysis/1Ud6moTC0KyXMq1Oxfien0
410,Gimme Shelter,The Rolling Stones,6H3kDe7CGoWYBabAeVWGiD,rock,0.447,0.634,270773.0,0.63,0.039,1.0,0.17,-8.277000000000001,0.0,0.031,118.62799999999999,4.0,0.489,https://api.spotify.com/v1/tracks/6H3kDe7CGoWYBabAeVWGiD,spotify:track:6H3kDe7CGoWYBabAeVWGiD,https://api.spotify.com/v1/audio-analysis/6H3kDe7CGoWYBabAeVWGiD
411,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,2PzU4IB8Dr6mxV3lHuaG34,rock,0.0383,0.723,222813.0,0.863,0.0317,2.0,0.128,-7.89,1.0,0.0338,136.30200000000002,4.0,0.9309999999999999,https://api.spotify.com/v1/tracks/2PzU4IB8Dr6mxV3lHuaG34,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/audio-analysis/2PzU4IB8Dr6mxV3lHuaG34
412,"Cadillac - Live in London 7th September, 1964",The Kinks,4AkpxjUdYQ3XqBoDkpEzGl,rock,0.00883,0.34700000000000003,158747.0,0.89,2.2e-06,4.0,0.121,-6.3420000000000005,1.0,0.0775,124.06299999999999,4.0,0.8220000000000001,https://api.spotify.com/v1/tracks/4AkpxjUdYQ3XqBoDkpEzGl,spotify:track:4AkpxjUdYQ3XqBoDkpEzGl,https://api.spotify.com/v1/audio-analysis/4AkpxjUdYQ3XqBoDkpEzGl
413,"Little Queenie - Live in London 7th September, 1964",The Kinks,0PxLywGT7SvbFfh4v1VGNg,rock,0.431,0.483,110640.0,0.863,9.75e-06,5.0,0.0533,-4.928,1.0,0.18,166.84099999999998,4.0,0.9059999999999999,https://api.spotify.com/v1/tracks/0PxLywGT7SvbFfh4v1VGNg,spotify:track:0PxLywGT7SvbFfh4v1VGNg,https://api.spotify.com/v1/audio-analysis/0PxLywGT7SvbFfh4v1VGNg
414,This Time Tomorrow (Remastered),The Kinks,23id2GteL3rOslFYgD6sYt,rock,0.16699999999999998,0.39899999999999997,204600.0,0.755,0.0027199999999999998,4.0,0.13699999999999998,-9.281,0.0,0.047,128.793,4.0,0.716,https://api.spotify.com/v1/tracks/23id2GteL3rOslFYgD6sYt,spotify:track:23id2GteL3rOslFYgD6sYt,https://api.spotify.com/v1/audio-analysis/23id2GteL3rOslFYgD6sYt
415,Supersonic Rocket Ship,The Kinks,1fSdAkbofT03q7ddO2jdss,rock,0.855,0.612,211578.0,0.42,0.0166,7.0,0.1,-15.645,1.0,0.0443,150.125,4.0,0.8740000000000001,https://api.spotify.com/v1/tracks/1fSdAkbofT03q7ddO2jdss,spotify:track:1fSdAkbofT03q7ddO2jdss,https://api.spotify.com/v1/audio-analysis/1fSdAkbofT03q7ddO2jdss
416,A Well Respected Man,The Kinks,0bqEyA4bNCrjbQqBMt6hvA,rock,0.205,0.511,161920.0,0.887,0.0,9.0,0.042,-5.05,0.0,0.182,161.62,4.0,0.614,https://api.spotify.com/v1/tracks/0bqEyA4bNCrjbQqBMt6hvA,spotify:track:0bqEyA4bNCrjbQqBMt6hvA,https://api.spotify.com/v1/audio-analysis/0bqEyA4bNCrjbQqBMt6hvA
417,Picture Book,The Kinks,14qqxRAH5R1LVpZwTB9wty,rock,0.17300000000000001,0.821,154638.0,0.934,2.1600000000000003e-05,7.0,0.34,-6.406000000000001,1.0,0.0307,121.34,4.0,0.975,https://api.spotify.com/v1/tracks/14qqxRAH5R1LVpZwTB9wty,spotify:track:14qqxRAH5R1LVpZwTB9wty,https://api.spotify.com/v1/audio-analysis/14qqxRAH5R1LVpZwTB9wty
418,Strangers (Remastered),The Kinks,7Bn7blCyMlPaMIiSFzQjSp,rock,0.087,0.47600000000000003,197853.0,0.369,0.0,0.0,0.0835,-10.607000000000001,1.0,0.0326,128.108,4.0,0.532,https://api.spotify.com/v1/tracks/7Bn7blCyMlPaMIiSFzQjSp,spotify:track:7Bn7blCyMlPaMIiSFzQjSp,https://api.spotify.com/v1/audio-analysis/7Bn7blCyMlPaMIiSFzQjSp
419,My Own Version of You,Bob Dylan,3BQnez3qUm6hdKwxXly7Rw,rock,0.8859999999999999,0.599,401360.0,0.21899999999999997,0.000193,9.0,0.0891,-19.148,1.0,0.316,170.84099999999998,3.0,0.214,https://api.spotify.com/v1/tracks/3BQnez3qUm6hdKwxXly7Rw,spotify:track:3BQnez3qUm6hdKwxXly7Rw,https://api.spotify.com/v1/audio-analysis/3BQnez3qUm6hdKwxXly7Rw
420,False Prophet,Bob Dylan,0JBFlDivbkrskU7oYnjdIU,rock,0.43700000000000006,0.45299999999999996,360013.0,0.441,1.24e-05,0.0,0.147,-12.408,1.0,0.0556,78.039,4.0,0.657,https://api.spotify.com/v1/tracks/0JBFlDivbkrskU7oYnjdIU,spotify:track:0JBFlDivbkrskU7oYnjdIU,https://api.spotify.com/v1/audio-analysis/0JBFlDivbkrskU7oYnjdIU
421,Call Letter Blues - Take 1,Bob Dylan,1mz3h0Jg5COqXt9sTqAjFJ,rock,0.34600000000000003,0.498,282467.0,0.467,3.97e-06,9.0,0.0851,-11.706,1.0,0.033,180.699,4.0,0.8390000000000001,https://api.spotify.com/v1/tracks/1mz3h0Jg5COqXt9sTqAjFJ,spotify:track:1mz3h0Jg5COqXt9sTqAjFJ,https://api.spotify.com/v1/audio-analysis/1mz3h0Jg5COqXt9sTqAjFJ
422,Waterloo Sunset - Mono Version,The Kinks,0xytfctyaudqnrQujHIz3s,rock,0.0955,0.579,196821.0,0.55,0.0,1.0,0.278,-9.413,0.0,0.0272,107.557,4.0,0.474,https://api.spotify.com/v1/tracks/0xytfctyaudqnrQujHIz3s,spotify:track:0xytfctyaudqnrQujHIz3s,https://api.spotify.com/v1/audio-analysis/0xytfctyaudqnrQujHIz3s
423,Lola - Remastered,The Kinks,59DbEJOYBo7b1C5VIGIlNJ,rock,0.436,0.469,241400.0,0.833,0.504,9.0,0.138,-7.496,1.0,0.0373,151.905,4.0,0.9109999999999999,https://api.spotify.com/v1/tracks/59DbEJOYBo7b1C5VIGIlNJ,spotify:track:59DbEJOYBo7b1C5VIGIlNJ,https://api.spotify.com/v1/audio-analysis/59DbEJOYBo7b1C5VIGIlNJ
424,All You're Dreaming Of,Liam Gallagher,17Xof0GRZZfS7ZgjUJ27pH,rock,0.75,0.271,241821.0,0.503,0.000102,0.0,0.0941,-4.1419999999999995,1.0,0.0314,127.96,4.0,0.0742,https://api.spotify.com/v1/tracks/17Xof0GRZZfS7ZgjUJ27pH,spotify:track:17Xof0GRZZfS7ZgjUJ27pH,https://api.spotify.com/v1/audio-analysis/17Xof0GRZZfS7ZgjUJ27pH
425,Simple Song,Richard Ashcroft,52SIkJO1gsnx28Qb8M6vqt,rock,0.0177,0.444,245947.0,0.5710000000000001,0.0,4.0,0.316,-7.327000000000001,1.0,0.0246,93.851,4.0,0.63,https://api.spotify.com/v1/tracks/52SIkJO1gsnx28Qb8M6vqt,spotify:track:52SIkJO1gsnx28Qb8M6vqt,https://api.spotify.com/v1/audio-analysis/52SIkJO1gsnx28Qb8M6vqt
426,Cry Til The Morning,Richard Ashcroft,3JT8YJh6nGKi7CEiQbY2bD,rock,0.0515,0.493,304813.0,0.507,0.00017900000000000001,9.0,0.095,-8.853,0.0,0.0284,149.621,4.0,0.366,https://api.spotify.com/v1/tracks/3JT8YJh6nGKi7CEiQbY2bD,spotify:track:3JT8YJh6nGKi7CEiQbY2bD,https://api.spotify.com/v1/audio-analysis/3JT8YJh6nGKi7CEiQbY2bD
427,Words Just Get In The Way,Richard Ashcroft,7Mvch4xduY5DhuJH4MS4EV,rock,0.0601,0.402,293520.0,0.499,0.0,2.0,0.0803,-8.566,1.0,0.0279,163.684,4.0,0.35700000000000004,https://api.spotify.com/v1/tracks/7Mvch4xduY5DhuJH4MS4EV,spotify:track:7Mvch4xduY5DhuJH4MS4EV,https://api.spotify.com/v1/audio-analysis/7Mvch4xduY5DhuJH4MS4EV
428,Birds Fly,Richard Ashcroft,722mlyh35CMmJLGeKRqZjf,rock,0.00344,0.585,237173.0,0.732,0.0,7.0,0.16699999999999998,-6.183,1.0,0.0252,109.57,4.0,0.46399999999999997,https://api.spotify.com/v1/tracks/722mlyh35CMmJLGeKRqZjf,spotify:track:722mlyh35CMmJLGeKRqZjf,https://api.spotify.com/v1/audio-analysis/722mlyh35CMmJLGeKRqZjf
429,Everybody Needs Somebody to Hurt,Richard Ashcroft,0rn4m3gzd1TntJ7Dpfhszl,rock,0.0272,0.615,280387.0,0.838,0.00011399999999999999,9.0,0.12300000000000001,-5.329,1.0,0.0255,102.008,4.0,0.914,https://api.spotify.com/v1/tracks/0rn4m3gzd1TntJ7Dpfhszl,spotify:track:0rn4m3gzd1TntJ7Dpfhszl,https://api.spotify.com/v1/audio-analysis/0rn4m3gzd1TntJ7Dpfhszl
430,Buy It In Bottles,Richard Ashcroft,1E8EyTt6pGVCzlD0z3JbkE,rock,0.48100000000000004,0.43,279533.0,0.4,2.33e-05,4.0,0.271,-9.503,1.0,0.0272,148.16299999999998,4.0,0.36,https://api.spotify.com/v1/tracks/1E8EyTt6pGVCzlD0z3JbkE,spotify:track:1E8EyTt6pGVCzlD0z3JbkE,https://api.spotify.com/v1/audio-analysis/1E8EyTt6pGVCzlD0z3JbkE
431,Music Is Power,Richard Ashcroft,36E5ydu47DI0oXGqtWke20,rock,0.474,0.5870000000000001,238040.0,0.743,0.0,7.0,0.10300000000000001,-6.422999999999999,1.0,0.0365,153.15,4.0,0.865,https://api.spotify.com/v1/tracks/36E5ydu47DI0oXGqtWke20,spotify:track:36E5ydu47DI0oXGqtWke20,https://api.spotify.com/v1/audio-analysis/36E5ydu47DI0oXGqtWke20
432,World Keeps Turning,Richard Ashcroft,2CD1Yk6R5XGu24BUEJMN4g,rock,0.05,0.57,235413.0,0.648,0.0,0.0,0.361,-7.355,1.0,0.0268,120.979,4.0,0.473,https://api.spotify.com/v1/tracks/2CD1Yk6R5XGu24BUEJMN4g,spotify:track:2CD1Yk6R5XGu24BUEJMN4g,https://api.spotify.com/v1/audio-analysis/2CD1Yk6R5XGu24BUEJMN4g
433,Are You Ready?,Richard Ashcroft,6H4Y6O0KaHjUihdZIeYo1E,rock,0.006679999999999999,0.23600000000000002,393427.0,0.81,0.0,9.0,0.41,-4.519,1.0,0.0481,177.731,4.0,0.374,https://api.spotify.com/v1/tracks/6H4Y6O0KaHjUihdZIeYo1E,spotify:track:6H4Y6O0KaHjUihdZIeYo1E,https://api.spotify.com/v1/audio-analysis/6H4Y6O0KaHjUihdZIeYo1E
434,Let My Soul Rest,Richard Ashcroft,2TwSI0m5MiEhYb2VYEwfGm,rock,0.000366,0.306,299587.0,0.9279999999999999,0.000898,0.0,0.23199999999999998,-6.317,1.0,0.0733,142.101,4.0,0.285,https://api.spotify.com/v1/tracks/2TwSI0m5MiEhYb2VYEwfGm,spotify:track:2TwSI0m5MiEhYb2VYEwfGm,https://api.spotify.com/v1/audio-analysis/2TwSI0m5MiEhYb2VYEwfGm
435,Born to Be Strangers,Richard Ashcroft,5Mx4q5R2QhTA3Jp9GxvSpi,rock,6.879999999999999e-05,0.731,253160.0,0.562,0.161,10.0,0.0845,-6.767,0.0,0.0319,112.51299999999999,4.0,0.9420000000000001,https://api.spotify.com/v1/tracks/5Mx4q5R2QhTA3Jp9GxvSpi,spotify:track:5Mx4q5R2QhTA3Jp9GxvSpi,https://api.spotify.com/v1/audio-analysis/5Mx4q5R2QhTA3Jp9GxvSpi
436,C'mon People (We're Making It Now),Richard Ashcroft,0el3oEi0JhpxGiaovdaeny,rock,0.0443,0.515,303133.0,0.9059999999999999,0.00224,0.0,0.131,-6.6,1.0,0.0317,115.331,4.0,0.73,https://api.spotify.com/v1/tracks/0el3oEi0JhpxGiaovdaeny,spotify:track:0el3oEi0JhpxGiaovdaeny,https://api.spotify.com/v1/audio-analysis/0el3oEi0JhpxGiaovdaeny
437,On A Day Like Today,Keane,6ZHGxqGfpXfhQ9f3zDtu07,rock,0.133,0.491,326520.0,0.6859999999999999,0.00206,5.0,0.248,-6.575,1.0,0.0305,143.96,4.0,0.511,https://api.spotify.com/v1/tracks/6ZHGxqGfpXfhQ9f3zDtu07,spotify:track:6ZHGxqGfpXfhQ9f3zDtu07,https://api.spotify.com/v1/audio-analysis/6ZHGxqGfpXfhQ9f3zDtu07
438,Thread,Keane,0jtCa3XLLrofXAuh3dQzy7,rock,0.429,0.5760000000000001,292253.0,0.35100000000000003,0.00018899999999999999,8.0,0.10400000000000001,-11.418,1.0,0.0273,105.962,4.0,0.179,https://api.spotify.com/v1/tracks/0jtCa3XLLrofXAuh3dQzy7,spotify:track:0jtCa3XLLrofXAuh3dQzy7,https://api.spotify.com/v1/audio-analysis/0jtCa3XLLrofXAuh3dQzy7
439,Everybody's Changing,Keane,0yac0FPhLRH9i9lOng3f81,rock,0.0014,0.517,215880.0,0.8390000000000001,0.000365,0.0,0.10800000000000001,-3.5210000000000004,1.0,0.0287,94.015,4.0,0.41600000000000004,https://api.spotify.com/v1/tracks/0yac0FPhLRH9i9lOng3f81,spotify:track:0yac0FPhLRH9i9lOng3f81,https://api.spotify.com/v1/audio-analysis/0yac0FPhLRH9i9lOng3f81
440,Somewhere Only We Know,Keane,1SKPmfSYaPsETbRHaiA18G,rock,0.06,0.44799999999999995,237147.0,0.665,2.55e-05,9.0,0.0828,-4.203,1.0,0.026000000000000002,172.00400000000002,4.0,0.304,https://api.spotify.com/v1/tracks/1SKPmfSYaPsETbRHaiA18G,spotify:track:1SKPmfSYaPsETbRHaiA18G,https://api.spotify.com/v1/audio-analysis/1SKPmfSYaPsETbRHaiA18G
441,Wish 'Em All Away,Embrace,7nlFf1r1OFWWJQby8tvJQZ,pop,0.0617,0.364,238427.0,0.6759999999999999,1.35e-06,9.0,0.469,-6.765,0.0,0.0336,154.296,4.0,0.312,https://api.spotify.com/v1/tracks/7nlFf1r1OFWWJQby8tvJQZ,spotify:track:7nlFf1r1OFWWJQby8tvJQZ,https://api.spotify.com/v1/audio-analysis/7nlFf1r1OFWWJQby8tvJQZ
442,Laid,James,2L8kaqJ2YHbKlcX1e1rKnf,rock,0.0196,0.47700000000000004,156867.0,0.965,0.000126,0.0,0.138,-5.735,1.0,0.0361,116.251,4.0,0.642,https://api.spotify.com/v1/tracks/2L8kaqJ2YHbKlcX1e1rKnf,spotify:track:2L8kaqJ2YHbKlcX1e1rKnf,https://api.spotify.com/v1/audio-analysis/2L8kaqJ2YHbKlcX1e1rKnf
443,Break The Night With Colour,Richard Ashcroft,47LnxB0B2b3LrdY4YsJ9is,rock,0.282,0.532,236867.0,0.579,0.0,0.0,0.0587,-7.7139999999999995,1.0,0.023,79.937,4.0,0.489,https://api.spotify.com/v1/tracks/47LnxB0B2b3LrdY4YsJ9is,spotify:track:47LnxB0B2b3LrdY4YsJ9is,https://api.spotify.com/v1/audio-analysis/47LnxB0B2b3LrdY4YsJ9is
444,Oh Yeah - 2008 Remastered Version,Ash,5Tx7hUH3LQPdsGlmUaFgPQ,rock,0.0202,0.12,285467.0,0.727,0.0541,9.0,0.242,-4.0360000000000005,1.0,0.034,181.226,4.0,0.141,https://api.spotify.com/v1/tracks/5Tx7hUH3LQPdsGlmUaFgPQ,spotify:track:5Tx7hUH3LQPdsGlmUaFgPQ,https://api.spotify.com/v1/audio-analysis/5Tx7hUH3LQPdsGlmUaFgPQ
445,Tattva,Kula Shaker,4i29BhzyX52me3XNatwkWe,pop,0.0534,0.341,224627.0,0.7759999999999999,4.97e-06,5.0,0.248,-7.61,0.0,0.0318,96.882,4.0,0.342,https://api.spotify.com/v1/tracks/4i29BhzyX52me3XNatwkWe,spotify:track:4i29BhzyX52me3XNatwkWe,https://api.spotify.com/v1/audio-analysis/4i29BhzyX52me3XNatwkWe
446,Timeless Melody,The La's,2LD0laiqGwpsN822SodbZp,pop,0.018000000000000002,0.541,181707.0,0.882,8.3e-06,0.0,0.263,-7.222,1.0,0.0386,120.779,4.0,0.701,https://api.spotify.com/v1/tracks/2LD0laiqGwpsN822SodbZp,spotify:track:2LD0laiqGwpsN822SodbZp,https://api.spotify.com/v1/audio-analysis/2LD0laiqGwpsN822SodbZp
447,A Bad Dream,Keane,17ScnUBsr3CgfJGd7k0kAZ,rock,0.00731,0.408,304280.0,0.7290000000000001,3.98e-06,1.0,0.172,-4.918,1.0,0.0302,145.055,4.0,0.27899999999999997,https://api.spotify.com/v1/tracks/17ScnUBsr3CgfJGd7k0kAZ,spotify:track:17ScnUBsr3CgfJGd7k0kAZ,https://api.spotify.com/v1/audio-analysis/17ScnUBsr3CgfJGd7k0kAZ
448,A Day In The Life - Remix,The Beatles,18qhv7DD1sEpgWffovGnhn,rock,0.268,0.377,330907.0,0.45299999999999996,0.00014099999999999998,4.0,0.9009999999999999,-10.455,0.0,0.0462,79.935,4.0,0.121,https://api.spotify.com/v1/tracks/18qhv7DD1sEpgWffovGnhn,spotify:track:18qhv7DD1sEpgWffovGnhn,https://api.spotify.com/v1/audio-analysis/18qhv7DD1sEpgWffovGnhn
449,Strawberry Fields Forever - Stereo Mix 2015,The Beatles,3Pqf09cdDlOYDNkrbw5l0p,rock,0.385,0.413,249920.0,0.722,0.000335,10.0,0.0994,-6.54,1.0,0.273,97.965,4.0,0.228,https://api.spotify.com/v1/tracks/3Pqf09cdDlOYDNkrbw5l0p,spotify:track:3Pqf09cdDlOYDNkrbw5l0p,https://api.spotify.com/v1/audio-analysis/3Pqf09cdDlOYDNkrbw5l0p
450,With A Little Help From My Friends - Remix,The Beatles,08XKCwMrwEAyyfTCTGkkhg,rock,0.122,0.6729999999999999,165293.0,0.639,0.0,1.0,0.22,-6.672999999999999,0.0,0.0274,112.311,4.0,0.75,https://api.spotify.com/v1/tracks/08XKCwMrwEAyyfTCTGkkhg,spotify:track:08XKCwMrwEAyyfTCTGkkhg,https://api.spotify.com/v1/audio-analysis/08XKCwMrwEAyyfTCTGkkhg
451,Sgt Pepper's Lonely Hearts Club Band (Reprise),The Beatles,4OGiLMxOysu4J7wqr10nMR,rock,0.0047,0.62,78573.0,0.792,0.012,0.0,0.47200000000000003,-9.091000000000001,1.0,0.0524,119.01899999999999,4.0,0.9570000000000001,https://api.spotify.com/v1/tracks/4OGiLMxOysu4J7wqr10nMR,spotify:track:4OGiLMxOysu4J7wqr10nMR,https://api.spotify.com/v1/audio-analysis/4OGiLMxOysu4J7wqr10nMR
452,Roxanne,The Police,3EYOJ48Et32uATr9ZmLnAo,rock,0.0384,0.618,191947.0,0.748,4.1e-06,0.0,0.0473,-8.905,1.0,0.358,134.114,4.0,0.6629999999999999,https://api.spotify.com/v1/tracks/3EYOJ48Et32uATr9ZmLnAo,spotify:track:3EYOJ48Et32uATr9ZmLnAo,https://api.spotify.com/v1/audio-analysis/3EYOJ48Et32uATr9ZmLnAo
453,Knockin' On Heaven's Door,Bob Dylan,6HSXNV0b4M4cLJ7ljgVVeh,rock,0.251,0.513,149880.0,0.396,0.177,7.0,0.11,-13.061,1.0,0.0299,140.208,4.0,0.22899999999999998,https://api.spotify.com/v1/tracks/6HSXNV0b4M4cLJ7ljgVVeh,spotify:track:6HSXNV0b4M4cLJ7ljgVVeh,https://api.spotify.com/v1/audio-analysis/6HSXNV0b4M4cLJ7ljgVVeh
454,Baba O'Riley,The Who,3qiyyUfYe7CRYLucrPmulD,rock,0.313,0.489,300400.0,0.7240000000000001,0.185,5.0,0.287,-8.367,1.0,0.0352,117.292,4.0,0.15,https://api.spotify.com/v1/tracks/3qiyyUfYe7CRYLucrPmulD,spotify:track:3qiyyUfYe7CRYLucrPmulD,https://api.spotify.com/v1/audio-analysis/3qiyyUfYe7CRYLucrPmulD
455,Space Oddity - 2015 Remaster,David Bowie,72Z17vmmeQKAg8bptWvpVG,rock,0.0726,0.31,318027.0,0.40299999999999997,9.27e-05,0.0,0.139,-13.664000000000001,1.0,0.0326,134.48,4.0,0.466,https://api.spotify.com/v1/tracks/72Z17vmmeQKAg8bptWvpVG,spotify:track:72Z17vmmeQKAg8bptWvpVG,https://api.spotify.com/v1/audio-analysis/72Z17vmmeQKAg8bptWvpVG
456,Sunny Afternoon - Mono Mix,The Kinks,0DQqzCHlPyKQXfF8uL01SI,rock,0.102,0.595,210525.0,0.462,0.0,2.0,0.0641,-8.414,0.0,0.0259,124.991,4.0,0.526,https://api.spotify.com/v1/tracks/0DQqzCHlPyKQXfF8uL01SI,spotify:track:0DQqzCHlPyKQXfF8uL01SI,https://api.spotify.com/v1/audio-analysis/0DQqzCHlPyKQXfF8uL01SI
457,Oliver's Army,Elvis Costello & The Attractions,1zaI1thQ0wtiSmlro2YrHW,rock,0.13699999999999998,0.523,179613.0,0.735,0.0,4.0,0.19899999999999998,-9.199,1.0,0.0292,143.18200000000002,4.0,0.903,https://api.spotify.com/v1/tracks/1zaI1thQ0wtiSmlro2YrHW,spotify:track:1zaI1thQ0wtiSmlro2YrHW,https://api.spotify.com/v1/audio-analysis/1zaI1thQ0wtiSmlro2YrHW
